Time,Accel1_X [m/s^2],Accel1_Y [m/s^2],Accel1_Z [m/s^2],Rotation1_X [rad/s],Rotation1_Y [rad/s],Rotation1_Z [rad/s],Accel2_X [m/s^2],Accel2_Y [m/s^2],Accel2_Z [m/s^2],Rotation2_X [rad/s],Rotation2_Y [rad/s],Rotation2_Z [rad/s]
2025-02-24 12:47:16.220,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.72,0.00,8.99,-0.01,-0.02,0.01
2025-02-24 12:47:16.258,0.02,0.02,0.00,-0.06,-0.01,-0.02,,-4.63,0.02,9.03,-0.01,-0.02,0.02
2025-02-24 12:47:16.294,0.03,0.01,0.03,-0.06,-0.01,-0.02,,-4.72,-0.06,8.91,-0.01,-0.02,0.02
2025-02-24 12:47:16.326,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.61,-0.08,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:16.360,0.03,0.01,0.01,-0.06,-0.00,-0.02,,-4.71,-0.01,9.02,-0.02,-0.01,0.02
2025-02-24 12:47:16.393,0.02,0.01,-0.00,-0.06,-0.00,-0.02,,-4.72,-0.08,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:16.426,0.01,0.03,0.02,-0.06,-0.01,-0.02,,-4.61,0.03,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:16.474,0.01,0.04,0.03,-0.06,-0.01,-0.02,,-4.73,-0.05,8.94,-0.01,-0.02,0.02
2025-02-24 12:47:16.510,0.01,-0.00,0.03,-0.06,-0.00,-0.02,,-4.57,0.02,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:16.543,0.00,0.00,0.05,-0.06,-0.00,-0.02,,-4.68,-0.04,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:16.577,0.01,0.01,0.03,-0.06,-0.00,-0.02,,-4.62,0.00,9.06,-0.02,-0.02,0.01
2025-02-24 12:47:16.609,0.01,0.03,0.03,-0.06,-0.00,-0.02,,-4.74,0.00,8.92,-0.02,-0.02,0.01
2025-02-24 12:47:16.644,0.03,0.03,0.01,-0.06,-0.00,-0.02,,-4.59,-0.02,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:16.677,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.66,-0.00,9.13,-0.01,-0.02,0.02
2025-02-24 12:47:16.724,0.01,0.01,0.03,-0.06,-0.01,-0.02,,-4.63,-0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:16.760,0.02,0.01,0.07,-0.06,-0.00,-0.02,,-4.61,-0.02,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:16.791,0.03,0.02,0.03,-0.06,-0.00,-0.02,,-4.69,0.04,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:16.830,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.57,0.05,9.07,-0.02,-0.02,0.01
2025-02-24 12:47:16.859,0.01,0.02,0.04,-0.06,-0.00,-0.02,,-4.75,-0.06,8.96,-0.01,-0.01,0.02
2025-02-24 12:47:16.894,0.00,0.02,0.06,-0.06,-0.00,-0.02,,-4.60,-0.06,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:16.928,0.01,0.00,0.04,-0.06,-0.00,-0.02,,-4.75,-0.04,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:16.974,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.68,-0.00,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:17.010,0.03,0.02,0.03,-0.06,-0.00,-0.02,,-4.58,0.00,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:17.045,0.01,0.00,0.02,-0.06,-0.01,-0.02,,-4.66,-0.06,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:17.076,0.00,0.00,0.00,-0.06,-0.00,-0.02,,-4.58,-0.02,9.04,-0.01,-0.02,0.02
2025-02-24 12:47:17.110,0.02,-0.01,0.03,-0.06,-0.01,-0.02,,-4.73,-0.01,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:17.144,0.04,-0.01,0.02,-0.06,-0.00,-0.02,,-4.53,0.01,8.94,-0.01,-0.02,0.02
2025-02-24 12:47:17.191,0.01,0.01,0.02,-0.06,-0.01,-0.02,,-4.79,-0.03,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:17.227,0.01,-0.00,0.02,-0.06,-0.01,-0.02,,-4.65,0.01,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:17.260,0.00,0.01,0.03,-0.06,-0.01,-0.02,,-4.65,-0.02,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:17.293,0.02,0.01,0.04,-0.06,-0.01,-0.02,,-4.59,-0.01,8.92,-0.02,-0.02,0.02
2025-02-24 12:47:17.326,0.02,0.02,0.05,-0.06,-0.01,-0.02,,-4.70,-0.08,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:17.370,0.03,0.03,0.01,-0.06,-0.00,-0.02,,-4.66,-0.07,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:17.406,0.00,0.03,0.02,-0.06,-0.01,-0.02,,-4.70,0.04,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:17.441,0.02,0.03,0.02,-0.06,-0.01,-0.02,,-4.70,-0.02,8.91,-0.02,-0.02,0.02
2025-02-24 12:47:17.476,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.54,0.01,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:17.510,0.02,0.02,0.05,-0.06,-0.00,-0.02,,-4.80,-0.08,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:17.544,0.01,0.02,-0.00,-0.06,-0.00,-0.02,,-4.58,0.03,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:17.577,0.02,0.01,0.01,-0.06,-0.00,-0.02,,-4.69,0.01,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:17.613,0.01,0.00,0.03,-0.06,-0.00,-0.02,,-4.61,0.04,9.10,-0.02,-0.02,0.02
2025-02-24 12:47:17.644,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.66,-0.02,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:17.691,0.00,0.01,0.02,-0.06,-0.00,-0.02,,-4.62,0.01,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:17.727,0.01,-0.00,0.05,-0.06,-0.00,-0.02,,-4.61,0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:17.761,0.01,0.00,0.01,-0.06,-0.00,-0.02,,-4.66,-0.05,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:17.798,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.58,0.00,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:17.834,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.74,-0.05,9.03,-0.02,-0.01,0.02
2025-02-24 12:47:17.868,0.00,0.03,0.02,-0.06,-0.00,-0.02,,-4.63,-0.04,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:17.896,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.70,-0.06,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:17.942,0.02,-0.00,0.04,-0.06,-0.00,-0.02,,-4.59,0.02,8.90,-0.02,-0.02,0.02
2025-02-24 12:47:17.977,0.03,0.02,0.02,-0.06,-0.00,-0.02,,-4.61,0.02,9.09,-0.02,-0.02,0.01
2025-02-24 12:47:18.013,0.01,0.01,0.01,-0.06,-0.00,-0.02,,-4.60,-0.02,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:18.049,0.01,0.00,0.03,-0.06,-0.00,-0.02,,-4.57,0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:18.083,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.72,-0.08,8.94,-0.01,-0.02,0.01
2025-02-24 12:47:18.111,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.63,0.01,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:18.144,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.76,-0.04,9.06,-0.01,-0.02,0.01
2025-02-24 12:47:18.192,0.01,0.02,0.04,-0.06,-0.00,-0.02,,-4.60,0.05,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:18.226,0.01,-0.00,0.06,-0.06,-0.00,-0.02,,-4.75,-0.01,8.93,-0.01,-0.02,0.01
2025-02-24 12:47:18.259,0.00,0.02,0.04,-0.06,-0.00,-0.02,,-4.64,-0.06,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:18.298,0.01,0.03,0.00,-0.06,-0.00,-0.02,,-4.73,-0.04,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:18.329,-0.01,0.03,0.01,-0.06,-0.01,-0.02,,-4.67,-0.01,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:18.370,0.01,0.04,0.01,-0.06,-0.01,-0.02,,-4.70,0.04,9.03,-0.02,-0.01,0.02
2025-02-24 12:47:18.397,0.01,0.02,0.00,-0.06,-0.01,-0.02,,-4.76,0.02,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:18.442,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.61,0.05,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:18.478,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.74,-0.04,8.99,-0.01,-0.01,0.02
2025-02-24 12:47:18.509,0.03,0.02,0.03,-0.06,-0.01,-0.02,,-4.60,-0.02,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:18.542,0.03,0.02,0.01,-0.06,-0.01,-0.02,,-4.70,-0.02,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:18.575,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.64,-0.03,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:18.616,0.01,0.02,0.05,-0.06,-0.01,-0.02,,-4.64,-0.03,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:18.658,0.01,0.01,0.05,-0.06,-0.01,-0.02,,-4.68,0.00,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:18.692,0.05,0.02,0.00,-0.06,-0.01,-0.02,,-4.67,0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:18.727,0.03,0.03,-0.00,-0.06,-0.01,-0.02,,-4.70,-0.02,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:18.762,0.00,0.02,0.05,-0.06,-0.00,-0.02,,-4.59,-0.01,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:18.792,-0.00,0.01,0.03,-0.06,-0.01,-0.02,,-4.75,-0.03,9.05,-0.01,-0.01,0.01
2025-02-24 12:47:18.825,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.56,0.00,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:18.867,0.03,0.01,0.03,-0.06,-0.01,-0.02,,-4.72,-0.00,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:18.908,0.00,0.03,0.03,-0.06,-0.01,-0.02,,-4.60,0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:18.943,0.03,0.01,0.03,-0.06,-0.01,-0.02,,-4.71,-0.05,8.87,-0.01,-0.02,0.01
2025-02-24 12:47:18.976,0.01,0.04,0.03,-0.06,-0.01,-0.02,,-4.61,-0.03,8.95,-0.01,-0.02,0.02
2025-02-24 12:47:19.010,0.02,0.03,0.04,-0.06,-0.01,-0.02,,-4.58,0.02,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:19.050,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.69,-0.02,8.92,-0.02,-0.02,0.02
2025-02-24 12:47:19.088,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.65,0.00,8.95,-0.01,-0.02,0.01
2025-02-24 12:47:19.120,0.01,0.02,0.05,-0.06,-0.00,-0.02,,-4.70,-0.12,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:19.158,0.01,0.01,0.05,-0.06,-0.01,-0.02,,-4.58,-0.01,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:19.193,0.02,0.01,0.00,-0.06,-0.01,-0.02,,-4.76,-0.06,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:19.226,0.04,0.01,0.04,-0.06,-0.00,-0.02,,-4.61,-0.00,9.11,-0.02,-0.02,0.02
2025-02-24 12:47:19.260,0.01,-0.01,0.05,-0.06,-0.00,-0.02,,-4.70,-0.02,9.08,-0.02,-0.02,0.02
2025-02-24 12:47:19.293,0.02,0.00,0.04,-0.06,-0.00,-0.02,,-4.64,-0.02,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:19.326,0.01,-0.01,0.06,-0.05,-0.00,-0.02,,-4.70,-0.03,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:19.376,0.03,0.02,0.04,-0.05,-0.00,-0.02,,-4.67,-0.05,8.94,-0.01,-0.02,0.01
2025-02-24 12:47:19.411,0.00,0.01,0.02,-0.05,-0.00,-0.02,,-4.69,-0.01,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:19.444,-0.00,0.00,0.04,-0.05,-0.00,-0.02,,-4.70,-0.10,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:19.483,0.00,0.02,0.01,-0.06,-0.00,-0.02,,-4.57,0.03,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:19.511,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.71,0.00,9.06,-0.02,-0.02,0.02
2025-02-24 12:47:19.555,0.02,0.02,0.05,-0.06,-0.00,-0.02,,-4.65,-0.00,9.12,-0.01,-0.02,0.02
2025-02-24 12:47:19.591,0.01,0.05,0.00,-0.06,-0.00,-0.02,,-4.73,-0.03,9.03,-0.02,-0.04,0.02
2025-02-24 12:47:19.627,0.01,0.02,0.01,-0.06,-0.01,-0.02,,-4.69,-0.08,8.94,-0.02,-0.01,0.02
2025-02-24 12:47:19.660,0.01,0.03,0.02,-0.06,-0.01,-0.02,,-4.61,0.04,8.90,-0.02,-0.02,0.02
2025-02-24 12:47:19.694,0.02,0.03,0.02,-0.07,-0.01,-0.02,,-4.71,-0.09,8.92,-0.02,-0.02,0.02
2025-02-24 12:47:19.729,0.01,0.03,0.02,-0.07,-0.01,-0.02,,-4.64,-0.01,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:19.770,0.02,0.02,0.02,-0.07,-0.01,-0.02,,-4.75,-0.00,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:19.793,0.03,0.01,0.03,-0.07,-0.01,-0.02,,-4.57,0.05,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:19.841,0.03,0.00,0.00,-0.07,-0.01,-0.02,,-4.62,0.01,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:19.877,0.01,0.01,0.01,-0.07,-0.01,-0.02,,-4.56,-0.01,9.10,-0.01,-0.01,0.02
2025-02-24 12:47:19.911,0.02,0.00,0.03,-0.07,-0.01,-0.02,,-4.71,0.03,9.01,-0.01,-0.01,0.01
2025-02-24 12:47:19.943,0.02,0.03,0.03,-0.07,-0.01,-0.02,,-4.67,0.01,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:19.981,0.03,0.01,-0.00,-0.06,-0.01,-0.02,,-4.70,-0.01,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:20.012,0.02,0.01,0.04,-0.06,-0.01,-0.02,,-4.64,0.01,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:20.051,0.02,0.01,0.04,-0.06,-0.01,-0.02,,-4.59,-0.00,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:20.092,0.02,0.00,-0.02,-0.06,-0.01,-0.02,,-4.72,-0.04,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:20.129,0.02,0.00,-0.00,-0.06,-0.00,-0.02,,-4.54,-0.08,9.09,-0.02,-0.02,0.02
2025-02-24 12:47:20.163,0.02,0.03,0.03,-0.06,-0.00,-0.02,,-4.79,-0.06,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:20.194,0.01,0.02,0.00,-0.06,-0.00,-0.02,,-4.61,-0.03,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:20.230,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.73,-0.06,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:20.268,0.02,0.02,0.04,-0.06,-0.00,-0.02,,-4.64,-0.10,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:20.308,0.02,0.01,0.06,-0.06,-0.01,-0.02,,-4.58,-0.00,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:20.343,0.02,0.02,0.03,-0.06,-0.01,-0.02,,-4.70,-0.01,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:20.380,0.01,0.03,0.06,-0.06,-0.00,-0.02,,-4.54,0.03,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:20.411,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.71,-0.06,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:20.445,0.04,0.01,0.01,-0.06,-0.00,-0.02,,-4.58,-0.04,8.99,-0.02,-0.02,0.02
2025-02-24 12:47:20.478,0.01,0.02,0.03,-0.06,-0.01,-0.02,,-4.70,-0.02,8.95,-0.02,-0.02,0.01
2025-02-24 12:47:20.520,0.02,0.01,0.05,-0.06,-0.01,-0.02,,-4.64,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:20.559,0.01,0.02,0.00,-0.06,-0.00,-0.02,,-4.70,-0.02,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:20.592,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.67,-0.03,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:20.627,0.02,0.02,0.01,-0.06,-0.01,-0.02,,-4.69,0.00,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:20.659,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.70,-0.05,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:20.694,0.01,0.00,0.05,-0.06,-0.00,-0.02,,-4.66,0.04,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:20.727,0.01,-0.00,0.04,-0.06,-0.00,-0.02,,-4.75,-0.05,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:20.773,0.00,0.02,0.01,-0.06,-0.00,-0.02,,-4.52,0.00,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:20.810,0.00,0.02,0.01,-0.06,-0.00,-0.02,,-4.72,-0.01,8.95,-0.02,-0.02,0.02
2025-02-24 12:47:20.844,0.04,0.02,-0.00,-0.06,-0.01,-0.02,,-4.60,-0.03,8.91,-0.01,-0.02,0.01
2025-02-24 12:47:20.877,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.72,-0.02,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:20.911,0.02,-0.00,0.00,-0.06,-0.01,-0.02,,-4.56,-0.05,9.01,-0.02,-0.01,0.02
2025-02-24 12:47:20.946,0.02,-0.01,0.04,-0.06,-0.00,-0.02,,-4.69,-0.02,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:20.991,0.01,0.02,0.01,-0.06,-0.00,-0.02,,-4.64,-0.03,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:21.027,0.02,0.02,0.03,-0.06,-0.00,-0.02,,-4.59,-0.01,9.03,-0.01,-0.02,0.02
2025-02-24 12:47:21.060,0.03,0.00,0.00,-0.06,-0.00,-0.02,,-4.76,-0.03,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:21.097,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.58,0.02,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:21.130,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.71,0.00,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:21.169,0.03,0.01,0.03,-0.06,-0.00,-0.02,,-4.58,0.02,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:21.194,0.04,0.01,0.02,-0.06,-0.00,-0.02,,-4.68,-0.04,9.06,-0.02,-0.02,0.01
2025-02-24 12:47:21.241,0.01,0.00,0.00,-0.06,-0.00,-0.02,,-4.59,0.04,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:21.275,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.65,-0.05,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:21.310,0.02,0.02,0.02,-0.06,-0.01,-0.02,,-4.70,-0.05,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:21.343,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.60,0.06,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:21.377,0.02,0.00,0.04,-0.06,-0.01,-0.02,,-4.76,-0.08,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:21.410,0.01,0.01,0.05,-0.06,-0.00,-0.02,,-4.62,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:21.456,0.01,0.00,0.02,-0.06,-0.01,-0.02,,-4.74,-0.07,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:21.491,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.64,0.02,8.95,-0.01,-0.02,0.01
2025-02-24 12:47:21.527,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.74,-0.07,9.04,-0.01,-0.02,0.02
2025-02-24 12:47:21.562,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.61,0.04,8.99,-0.01,-0.01,0.01
2025-02-24 12:47:21.594,0.02,-0.00,0.03,-0.06,-0.00,-0.02,,-4.70,-0.04,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:21.627,0.00,0.01,0.04,-0.06,-0.00,-0.02,,-4.73,-0.10,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:21.660,0.02,0.03,0.04,-0.06,-0.00,-0.02,,-4.67,0.01,8.97,-0.01,-0.01,0.02
2025-02-24 12:47:21.693,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.75,-0.10,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:21.742,0.02,0.02,0.02,-0.06,-0.01,-0.02,,-4.53,-0.00,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:21.776,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.70,-0.01,8.84,-0.02,-0.02,0.02
2025-02-24 12:47:21.813,0.02,0.03,0.02,-0.06,-0.01,-0.02,,-4.59,0.06,8.98,-0.01,-0.01,0.02
2025-02-24 12:47:21.844,0.02,0.02,0.03,-0.06,-0.01,-0.02,,-4.73,-0.04,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:21.877,0.02,0.01,0.01,-0.06,-0.01,-0.02,,-4.65,-0.03,9.06,-0.02,-0.02,0.02
2025-02-24 12:47:21.920,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.64,-0.04,9.04,-0.02,-0.02,0.01
2025-02-24 12:47:21.943,0.01,0.01,0.04,-0.06,-0.01,-0.02,,-4.70,-0.10,9.08,-0.01,-0.02,0.02
2025-02-24 12:47:21.992,0.03,0.00,0.02,-0.06,-0.00,-0.02,,-4.63,-0.05,8.92,-0.02,-0.02,0.02
2025-02-24 12:47:22.027,0.03,0.01,0.05,-0.06,-0.00,-0.02,,-4.72,-0.08,9.02,-0.02,-0.02,0.01
