Time,Accel1_X [m/s^2],Accel1_Y [m/s^2],Accel1_Z [m/s^2],Rotation1_X [rad/s],Rotation1_Y [rad/s],Rotation1_Z [rad/s],Accel2_X [m/s^2],Accel2_Y [m/s^2],Accel2_Z [m/s^2],Rotation2_X [rad/s],Rotation2_Y [rad/s],Rotation2_Z [rad/s]
2025-02-24 12:47:27.926,0.03,-0.01,0.05,-0.06,-0.00,-0.02,,-4.63,-0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:27.975,0.02,0.00,0.02,-0.06,-0.01,-0.02,,-4.73,-0.09,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:28.011,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.64,-0.07,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:28.046,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.74,-0.02,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:28.077,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.64,0.02,9.09,-0.02,-0.02,0.02
2025-02-24 12:47:28.118,0.01,-0.00,-0.01,-0.07,-0.01,-0.02,,-4.68,-0.00,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:28.144,0.01,-0.02,0.04,-0.06,-0.01,-0.02,,-4.64,0.00,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:28.191,0.02,0.01,0.02,-0.06,-0.01,-0.02,,-4.73,0.02,9.05,-0.01,-0.02,0.01
2025-02-24 12:47:28.227,0.02,0.01,0.01,-0.06,-0.01,-0.02,,-4.75,-0.05,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:28.260,0.00,-0.01,0.00,-0.07,-0.01,-0.02,,-4.60,-0.02,9.11,-0.01,-0.02,0.02
2025-02-24 12:47:28.293,0.01,-0.01,0.03,-0.06,-0.01,-0.02,,-4.77,-0.03,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:28.326,0.04,0.00,0.03,-0.06,-0.01,-0.02,,-4.53,-0.02,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:28.369,0.04,0.00,0.04,-0.06,-0.00,-0.02,,-4.73,-0.02,8.98,-0.01,-0.01,0.02
2025-02-24 12:47:28.400,0.03,0.00,0.03,-0.06,-0.00,-0.02,,-4.66,-0.00,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:28.442,0.03,-0.00,0.02,-0.06,-0.00,-0.02,,-4.72,0.01,9.08,-0.02,-0.02,0.02
2025-02-24 12:47:28.478,0.03,0.00,0.01,-0.06,-0.00,-0.02,,-4.75,-0.01,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:28.511,0.01,0.03,0.02,-0.06,-0.01,-0.02,,-4.68,0.01,9.02,-0.01,-0.02,0.01
2025-02-24 12:47:28.548,0.01,0.03,0.03,-0.06,-0.01,-0.02,,-4.76,-0.05,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:28.578,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.59,0.00,9.03,-0.02,-0.02,0.01
2025-02-24 12:47:28.621,0.00,0.01,0.03,-0.06,-0.00,-0.02,,-4.73,0.00,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:28.649,0.02,0.03,0.01,-0.06,-0.01,-0.02,,-4.52,-0.03,9.09,-0.02,-0.02,0.02
2025-02-24 12:47:28.693,0.02,0.02,0.01,-0.06,-0.00,-0.02,,-4.71,-0.01,9.06,-0.02,-0.02,0.01
2025-02-24 12:47:28.728,0.01,0.02,-0.00,-0.06,-0.00,-0.02,,-4.61,-0.05,8.97,-0.02,-0.02,0.01
2025-02-24 12:47:28.763,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.61,-0.00,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:28.794,0.00,0.02,0.04,-0.06,-0.00,-0.02,,-4.61,-0.03,9.04,-0.02,-0.02,0.01
2025-02-24 12:47:28.828,0.00,0.02,0.03,-0.06,-0.00,-0.02,,-4.64,-0.00,8.99,-0.01,-0.01,0.01
2025-02-24 12:47:28.872,0.03,0.02,0.02,-0.06,-0.00,-0.02,,-4.67,-0.02,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:28.909,0.03,0.02,0.04,-0.06,-0.00,-0.02,,-4.57,0.08,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:28.943,0.01,0.01,0.01,-0.06,-0.00,-0.02,,-4.79,-0.04,8.89,-0.02,-0.02,0.02
2025-02-24 12:47:28.977,0.03,0.00,0.01,-0.06,-0.00,-0.02,,-4.59,0.04,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:29.015,0.03,0.00,0.05,-0.06,-0.00,-0.02,,-4.70,-0.06,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:29.046,0.01,0.00,0.04,-0.06,-0.00,-0.02,,-4.60,-0.01,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:29.076,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.78,-0.04,9.08,-0.02,-0.02,0.01
2025-02-24 12:47:29.123,0.00,0.01,0.00,-0.06,-0.00,-0.02,,-4.68,-0.00,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:29.160,0.01,-0.01,0.03,-0.06,-0.00,-0.02,,-4.61,0.00,9.04,-0.02,-0.01,0.02
2025-02-24 12:47:29.193,0.02,0.00,0.02,-0.06,-0.00,-0.02,,-4.66,0.00,8.99,-0.01,-0.01,0.02
2025-02-24 12:47:29.227,0.03,-0.01,0.02,-0.06,-0.00,-0.02,,-4.58,-0.01,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:29.260,0.04,-0.01,0.01,-0.06,-0.01,-0.02,,-4.76,-0.05,8.99,-0.01,-0.02,0.01
2025-02-24 12:47:29.298,0.03,-0.00,0.01,-0.06,-0.00,-0.02,,-4.60,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:29.341,0.02,-0.01,0.05,-0.06,-0.00,-0.02,,-4.76,-0.04,8.89,-0.01,-0.02,0.02
2025-02-24 12:47:29.376,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.66,0.01,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:29.412,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.73,-0.05,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:29.445,0.01,0.02,0.05,-0.06,-0.00,-0.02,,-4.65,-0.01,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:29.478,0.03,0.01,0.00,-0.06,-0.00,-0.02,,-4.69,-0.01,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:29.517,0.03,0.01,0.02,-0.06,-0.01,-0.02,,-4.65,-0.00,8.98,-0.02,-0.01,0.02
2025-02-24 12:47:29.545,0.02,0.01,0.05,-0.06,-0.00,-0.02,,-4.60,-0.06,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:29.591,0.02,0.03,0.06,-0.06,-0.01,-0.02,,-4.70,-0.01,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:29.628,0.01,0.00,0.03,-0.06,-0.01,-0.02,,-4.53,0.02,8.99,-0.01,-0.02,0.02
2025-02-24 12:47:29.660,0.02,0.02,0.03,-0.07,-0.01,-0.02,,-4.69,-0.06,8.94,-0.02,-0.02,0.01
2025-02-24 12:47:29.696,0.03,0.04,0.03,-0.06,-0.01,-0.02,,-4.61,0.00,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:29.729,0.01,0.01,0.03,-0.07,-0.01,-0.02,,-4.65,0.02,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:29.763,0.01,0.01,0.03,-0.06,-0.00,-0.02,,-4.63,-0.02,8.98,-0.01,-0.01,0.01
2025-02-24 12:47:29.794,0.01,0.03,0.05,-0.06,-0.00,-0.02,,-4.64,0.02,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:29.841,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.61,-0.03,9.01,-0.01,-0.02,0.02
2025-02-24 12:47:29.878,0.02,0.01,0.03,-0.06,-0.01,-0.02,,-4.59,-0.06,8.92,-0.02,-0.01,0.01
2025-02-24 12:47:29.911,0.00,0.02,0.00,-0.06,-0.00,-0.02,,-4.68,-0.07,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:29.945,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.63,-0.07,9.05,-0.02,-0.01,0.01
2025-02-24 12:47:29.978,0.03,0.02,0.04,-0.06,-0.01,-0.02,,-4.67,-0.01,8.94,-0.01,-0.01,0.01
2025-02-24 12:47:30.013,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.58,-0.03,8.99,-0.02,-0.01,0.02
2025-02-24 12:47:30.045,0.02,0.00,0.04,-0.06,-0.01,-0.02,,-4.72,0.01,8.98,-0.01,-0.02,0.01
2025-02-24 12:47:30.093,-0.00,0.00,0.02,-0.06,-0.01,-0.02,,-4.64,-0.07,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:30.128,0.01,0.02,0.01,-0.06,-0.00,-0.02,,-4.61,0.02,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:30.161,0.03,0.01,0.04,-0.06,-0.01,-0.02,,-4.65,-0.02,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:30.195,0.03,0.01,0.03,-0.06,-0.00,-0.02,,-4.61,0.03,8.90,-0.02,-0.02,0.02
2025-02-24 12:47:30.227,0.00,0.03,0.06,-0.06,-0.00,-0.02,,-4.68,-0.04,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:30.270,0.00,0.02,0.03,-0.06,-0.00,-0.02,,-4.56,0.03,9.05,-0.01,-0.01,0.01
2025-02-24 12:47:30.295,0.01,0.02,0.05,-0.06,-0.01,-0.02,,-4.71,0.02,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:30.343,0.01,0.02,0.04,-0.06,-0.00,-0.02,,-4.62,-0.07,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:30.377,0.00,-0.00,0.03,-0.06,-0.00,-0.02,,-4.69,0.00,8.95,-0.01,-0.02,0.02
2025-02-24 12:47:30.410,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.66,0.00,8.92,-0.01,-0.02,0.01
2025-02-24 12:47:30.443,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.67,0.00,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:30.485,0.03,0.01,0.05,-0.06,-0.00,-0.02,,-4.73,-0.02,8.96,-0.02,-0.02,0.01
2025-02-24 12:47:30.517,0.02,0.03,0.01,-0.06,-0.00,-0.02,,-4.65,-0.03,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:30.557,0.01,0.02,0.02,-0.06,-0.00,-0.02,,-4.68,-0.00,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:30.593,0.01,0.03,0.03,-0.06,-0.00,-0.02,,-4.50,0.12,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:30.626,0.02,0.03,0.04,-0.06,-0.00,-0.02,,-4.77,-0.04,9.06,-0.01,-0.02,0.01
2025-02-24 12:47:30.661,0.02,0.01,0.01,-0.06,-0.00,-0.02,,-4.59,0.02,8.96,-0.01,-0.02,0.02
2025-02-24 12:47:30.694,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.68,0.02,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:30.728,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.67,0.01,8.98,-0.01,-0.01,0.02
2025-02-24 12:47:30.771,0.01,-0.00,0.04,-0.06,-0.00,-0.02,,-4.75,-0.02,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:30.794,0.01,0.00,0.04,-0.05,-0.00,-0.02,,-4.71,-0.01,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:30.843,0.03,-0.01,0.02,-0.06,-0.00,-0.02,,-4.64,-0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:30.877,0.01,-0.00,0.02,-0.06,-0.00,-0.02,,-4.72,-0.07,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:30.911,0.02,0.01,0.01,-0.06,-0.00,-0.02,,-4.60,0.00,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:30.945,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.71,-0.01,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:30.978,0.03,0.02,0.02,-0.06,-0.01,-0.02,,-4.58,-0.05,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:31.020,0.03,0.02,0.00,-0.06,-0.00,-0.02,,-4.71,-0.02,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:31.058,0.02,0.04,0.02,-0.07,-0.01,-0.02,,-4.63,-0.03,9.11,-0.02,-0.02,0.02
2025-02-24 12:47:31.094,0.04,0.04,0.04,-0.06,-0.00,-0.02,,-4.65,0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:31.127,0.01,0.02,0.01,-0.07,-0.01,-0.02,,-4.67,-0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:31.160,0.03,0.01,0.02,-0.07,-0.01,-0.02,,-4.56,0.01,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:31.193,0.02,0.01,0.02,-0.07,-0.01,-0.02,,-4.63,-0.09,9.00,-0.01,-0.01,0.01
2025-02-24 12:47:31.227,0.04,0.01,0.03,-0.07,-0.01,-0.02,,-4.54,0.06,9.08,-0.02,-0.02,0.01
2025-02-24 12:47:31.270,0.02,0.00,0.03,-0.07,-0.01,-0.02,,-4.70,-0.09,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:31.309,0.01,-0.01,0.01,-0.06,-0.01,-0.02,,-4.65,0.00,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:31.345,0.03,0.01,-0.01,-0.07,-0.01,-0.02,,-4.70,-0.00,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:31.376,0.03,0.01,-0.00,-0.06,-0.01,-0.02,,-4.60,-0.06,9.00,-0.02,-0.01,0.01
2025-02-24 12:47:31.412,0.03,0.01,0.00,-0.06,-0.01,-0.02,,-4.68,-0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:31.443,0.01,0.00,0.02,-0.06,-0.01,-0.02,,-4.68,-0.03,9.02,-0.01,-0.02,0.02
2025-02-24 12:47:31.476,0.02,0.01,0.01,-0.06,-0.01,-0.02,,-4.68,0.02,8.91,-0.01,-0.02,0.01
2025-02-24 12:47:31.525,0.02,-0.00,0.03,-0.06,-0.00,-0.02,,-4.73,-0.02,8.96,-0.02,-0.02,0.02
2025-02-24 12:47:31.559,0.00,0.02,0.05,-0.06,-0.00,-0.02,,-4.63,0.02,9.04,-0.01,-0.02,0.01
2025-02-24 12:47:31.594,0.02,0.04,0.07,-0.06,-0.00,-0.02,,-4.73,-0.06,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:31.626,0.02,0.01,0.03,-0.06,-0.00,-0.02,,-4.68,-0.06,8.95,-0.02,-0.01,0.02
2025-02-24 12:47:31.665,0.02,0.01,0.05,-0.06,-0.00,-0.02,,-4.71,-0.05,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:31.694,0.03,0.00,0.01,-0.06,-0.01,-0.02,,-4.64,-0.05,8.97,-0.01,-0.02,0.01
2025-02-24 12:47:31.732,0.02,0.02,0.04,-0.06,-0.01,-0.02,,-4.66,-0.02,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:31.776,0.01,0.02,0.02,-0.06,-0.01,-0.02,,-4.62,-0.04,8.98,-0.02,-0.01,0.02
2025-02-24 12:47:31.812,0.01,0.00,0.04,-0.06,-0.01,-0.02,,-4.65,0.02,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:31.848,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.77,-0.07,8.93,-0.02,-0.02,0.02
2025-02-24 12:47:31.883,0.01,0.01,0.04,-0.06,-0.01,-0.02,,-4.63,0.08,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:31.920,0.00,-0.01,0.02,-0.06,-0.01,-0.02,,-4.74,-0.04,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:31.944,0.02,0.02,0.01,-0.06,-0.01,-0.02,,-4.57,-0.02,9.04,-0.02,-0.02,0.01
2025-02-24 12:47:31.992,0.03,0.00,0.02,-0.06,-0.00,-0.02,,-4.66,-0.01,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:32.027,0.00,0.00,0.04,-0.06,-0.00,-0.02,,-4.67,0.03,8.91,-0.01,-0.02,0.02
2025-02-24 12:47:32.059,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.65,0.06,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:32.092,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.65,-0.06,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:32.126,0.02,0.02,0.04,-0.06,-0.00,-0.02,,-4.63,0.09,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:32.169,0.03,0.01,0.02,-0.06,-0.00,-0.02,,-4.70,-0.02,9.03,-0.01,-0.02,0.01
2025-02-24 12:47:32.194,0.02,0.01,0.04,-0.06,-0.00,-0.02,,-4.61,0.02,9.00,-0.01,-0.02,0.02
2025-02-24 12:47:32.242,0.01,0.00,0.04,-0.06,-0.00,-0.02,,-4.75,-0.04,9.07,-0.02,-0.02,0.02
2025-02-24 12:47:32.277,0.03,0.01,0.04,-0.06,-0.00,-0.02,,-4.58,0.02,9.06,-0.02,-0.02,0.02
2025-02-24 12:47:32.313,0.02,-0.00,0.04,-0.06,-0.00,-0.02,,-4.73,-0.06,9.00,-0.01,-0.01,0.01
2025-02-24 12:47:32.342,0.02,0.02,0.04,-0.06,-0.00,-0.02,,-4.63,-0.01,9.03,-0.02,-0.02,0.01
2025-02-24 12:47:32.376,0.02,0.02,0.07,-0.06,-0.00,-0.02,,-4.60,0.01,9.01,-0.01,-0.02,0.01
2025-02-24 12:47:32.419,0.00,0.01,0.03,-0.06,-0.01,-0.02,,-4.70,-0.03,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:32.451,0.02,0.00,0.02,-0.06,-0.01,-0.02,,-4.55,-0.01,9.04,-0.02,-0.02,0.02
2025-02-24 12:47:32.493,0.01,0.01,0.01,-0.06,-0.01,-0.02,,-4.69,-0.08,8.92,-0.01,-0.02,0.01
2025-02-24 12:47:32.527,0.01,0.00,0.01,-0.06,-0.01,-0.02,,-4.58,-0.00,9.00,-0.02,-0.01,0.02
2025-02-24 12:47:32.561,0.01,-0.00,0.01,-0.06,-0.00,-0.02,,-4.75,-0.02,8.94,-0.02,-0.02,0.02
2025-02-24 12:47:32.595,0.01,0.01,0.02,-0.06,-0.00,-0.02,,-4.60,-0.04,9.01,-0.02,-0.02,0.01
2025-02-24 12:47:32.628,0.02,0.01,0.00,-0.06,-0.01,-0.02,,-4.69,-0.05,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:32.673,0.02,0.02,0.01,-0.06,-0.00,-0.02,,-4.70,-0.04,8.93,-0.02,-0.02,0.01
2025-02-24 12:47:32.708,0.04,0.01,0.03,-0.06,-0.01,-0.02,,-4.70,-0.03,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:32.742,0.03,0.02,-0.00,-0.06,-0.00,-0.02,,-4.70,-0.05,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:32.775,0.02,0.02,0.02,-0.06,-0.00,-0.02,,-4.65,-0.01,8.99,-0.02,-0.02,0.01
2025-02-24 12:47:32.809,0.02,0.02,0.00,-0.06,-0.00,-0.02,,-4.69,-0.01,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:32.849,0.02,0.00,0.03,-0.06,-0.00,-0.02,,-4.62,0.05,8.98,-0.02,-0.02,0.01
2025-02-24 12:47:32.877,0.02,0.01,0.02,-0.06,-0.00,-0.02,,-4.71,-0.03,8.98,-0.02,-0.02,0.02
2025-02-24 12:47:32.919,0.00,0.01,0.01,-0.06,-0.01,-0.02,,-4.58,0.03,9.05,-0.01,-0.02,0.02
2025-02-24 12:47:32.959,0.01,0.00,-0.01,-0.06,-0.00,-0.02,,-4.70,-0.03,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:32.995,0.00,0.01,0.05,-0.06,-0.00,-0.02,,-4.64,-0.06,9.03,-0.01,-0.01,0.01
2025-02-24 12:47:33.028,0.00,0.02,0.04,-0.06,-0.00,-0.02,,-4.65,0.01,9.08,-0.02,-0.02,0.01
2025-02-24 12:47:33.060,0.01,0.00,0.01,-0.06,-0.00,-0.02,,-4.63,-0.01,8.94,-0.02,-0.02,0.01
2025-02-24 12:47:33.093,0.01,0.01,0.04,-0.06,-0.00,-0.02,,-4.60,0.03,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:33.131,0.00,0.00,0.03,-0.06,-0.00,-0.02,,-4.69,-0.06,9.08,-0.01,-0.02,0.02
2025-02-24 12:47:33.169,0.01,0.02,0.02,-0.06,-0.01,-0.02,,-4.52,0.01,9.05,-0.02,-0.02,0.01
2025-02-24 12:47:33.210,0.01,0.00,0.03,-0.06,-0.00,-0.02,,-4.69,-0.09,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:33.245,0.00,0.01,0.05,-0.06,-0.01,-0.02,,-4.61,0.02,9.03,-0.02,-0.02,0.02
2025-02-24 12:47:33.276,0.01,0.01,0.03,-0.06,-0.01,-0.02,,-4.68,0.00,9.08,-0.02,-0.02,0.01
2025-02-24 12:47:33.309,0.02,0.01,0.00,-0.06,-0.00,-0.02,,-4.68,-0.08,9.00,-0.01,-0.02,0.01
2025-02-24 12:47:33.343,0.03,-0.01,0.01,-0.06,-0.00,-0.02,,-4.59,0.00,9.03,-0.01,-0.02,0.02
2025-02-24 12:47:33.377,0.01,0.02,0.01,-0.06,-0.00,-0.02,,-4.70,-0.05,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:33.419,0.00,0.00,0.03,-0.06,-0.01,-0.02,,-4.57,0.03,9.02,-0.02,-0.02,0.02
2025-02-24 12:47:33.460,0.04,0.02,-0.00,-0.06,-0.00,-0.02,,-4.78,-0.03,8.98,-0.01,-0.02,0.02
2025-02-24 12:47:33.494,0.04,0.02,0.02,-0.06,-0.00,-0.02,,-4.55,0.05,9.05,-0.02,-0.02,0.02
2025-02-24 12:47:33.527,0.02,0.02,0.00,-0.06,-0.00,-0.02,,-4.75,-0.04,9.00,-0.02,-0.02,0.01
2025-02-24 12:47:33.560,0.02,0.03,0.01,-0.06,-0.01,-0.02,,-4.64,-0.01,9.00,-0.02,-0.02,0.02
2025-02-24 12:47:33.594,0.03,0.03,0.02,-0.06,-0.01,-0.02,,-4.71,-0.01,9.02,-0.02,-0.02,0.01
2025-02-24 12:47:33.627,0.02,0.03,0.04,-0.06,-0.00,-0.02,,-4.70,-0.05,9.01,-0.02,-0.02,0.02
2025-02-24 12:47:33.676,0.03,0.00,0.03,-0.06,-0.01,-0.02,,-4.69,-0.02,8.94,-0.01,-0.02,0.01
2025-02-24 12:47:33.712,0.01,0.00,0.02,-0.06,-0.01,-0.02,,-4.62,-0.02,8.97,-0.01,-0.02,0.02
2025-02-24 12:47:33.745,0.01,0.00,0.03,-0.06,-0.01,-0.02,,-4.63,-0.03,8.97,-0.02,-0.02,0.02
2025-02-24 12:47:33.776,0.00,0.02,0.02,-0.06,-0.01,-0.02,,-4.73,0.04,8.98,-0.02,-0.02,0.02
